i;procs;n_obj;max_weight;max_value;total_time
1;2;12000;12000;1015340;1,8656
2;2;12000;12000;1015340;1,84312
3;2;12000;12000;1015340;1,80406
5;2;12000;12000;1015340;1,84453
6;2;12000;12000;1015340;1,8738
7;2;12000;12000;1015340;1,83926
8;2;12000;12000;1015340;1,84723
9;2;12000;12000;1015340;1,78249
10;2;12000;12000;1015340;1,76903
