i;procs;n_obj;max_weight;max_value;total_time
1;4;400;12000;198350;0,053071
2;4;400;12000;198350;0,0509658
3;4;400;12000;198350;0,0445712
4;4;400;12000;198350;0,043998
5;4;400;12000;198350;0,0465331
6;4;400;12000;198350;0,055685
7;4;400;12000;198350;0,0507059
8;4;400;12000;198350;0,04598
9;4;400;12000;198350;0,052166
10;4;400;12000;198350;0,0442169
