i;procs;n_obj;max_weight;max_value;total_time
1;6;400;12000;198350;0,0631959
2;6;400;12000;198350;0,0644209
3;6;400;12000;198350;0,065331
4;6;400;12000;198350;0,059993
5;6;400;12000;198350;0,0595529
6;6;400;12000;198350;0,0561371
7;6;400;12000;198350;0,0604229
8;6;400;12000;198350;0,058666
9;6;400;12000;198350;0,06937
10;6;400;12000;198350;0,0740519
