i;procs;n_obj;max_weight;max_value;total_time
1;3;12000;12000;1015340;2,65029
2;3;12000;12000;1015340;2,54862
3;3;12000;12000;1015340;2,61654
4;3;12000;12000;1015340;2,56984
5;3;12000;12000;1015340;2,66097
6;3;12000;12000;1015340;2,59681
7;3;12000;12000;1015340;2,66651
8;3;12000;12000;1015340;2,59148
9;3;12000;12000;1015340;2,63252
10;3;12000;12000;1015340;2,55606
