i;procs;n_obj;max_weight;max_value;total_time
1;1;12000;12000;1015340;1,30454
2;1;12000;12000;1015340;1,206
3;1;12000;12000;1015340;1,18636
4;1;12000;12000;1015340;1,18596
5;1;12000;12000;1015340;1,26276
6;1;12000;12000;1015340;1,19955
7;1;12000;12000;1015340;1,19211
8;1;12000;12000;1015340;1,21853
9;1;12000;12000;1015340;1,27427
10;1;12000;12000;1015340;1,19304
