i;procs;n_obj;max_weight;max_value;total_time
1;1;6400;12000;730970;0,680867
2;1;6400;12000;730970;0,689031
3;1;6400;12000;730970;0,691425
4;1;6400;12000;730970;0,696696
5;1;6400;12000;730970;0,694444
6;1;6400;12000;730970;0,638541
7;1;6400;12000;730970;0,671837
8;1;6400;12000;730970;0,660087
9;1;6400;12000;730970;0,633709
10;1;6400;12000;730970;0,635257
