i;procs;n_obj;max_weight;max_value;total_time
1;5;1600;12000;393225;0,258801
2;5;1600;12000;393225;0,266384
3;5;1600;12000;393225;0,24332
4;5;1600;12000;393225;0,259146
5;5;1600;12000;393225;0,313111
6;5;1600;12000;393225;0,252892
7;5;1600;12000;393225;0,274729
8;5;1600;12000;393225;0,276682
9;5;1600;12000;393225;0,255771
10;5;1600;12000;393225;0,264151
