i;procs;n_obj;max_weight;max_value;total_time
1;3;1600;12000;393225;0,200801
2;3;1600;12000;393225;0,193771
3;3;1600;12000;393225;0,209317
4;3;1600;12000;393225;0,202031
5;3;1600;12000;393225;0,20194
6;3;1600;12000;393225;0,206651
7;3;1600;12000;393225;0,194862
8;3;1600;12000;393225;0,192317
9;3;1600;12000;393225;0,198652
10;3;1600;12000;393225;0,208023
