i;procs;n_obj;max_weight;max_value;total_time
1;4;12000;12000;1015340;2,35626
2;4;12000;12000;1015340;2,24899
4;4;12000;12000;1015340;2,22436
5;4;12000;12000;1015340;2,2206
6;4;12000;12000;1015340;2,31557
7;4;12000;12000;1015340;2,20953
9;4;12000;12000;1015340;2,26957
10;4;12000;12000;1015340;2,24081
