i;procs;n_obj;max_weight;max_value;total_time
1;5;12000;12000;1015340;2,81985
2;5;12000;12000;1015340;2,60286
3;5;12000;12000;1015340;2,81143
4;5;12000;12000;1015340;2,70269
5;5;12000;12000;1015340;2,7636
6;5;12000;12000;1015340;2,63276
7;5;12000;12000;1015340;2,70796
8;5;12000;12000;1015340;2,71534
9;5;12000;12000;1015340;2,67875
10;5;12000;12000;1015340;2,77075
