i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;20000;100000;11421190;1,21395;0,379092;0,834862
2;4;20000;100000;11421190;1,2331;0,392336;0,840762
3;4;20000;100000;11421190;1,21037;0,380102;0,830264
4;4;20000;100000;11421190;1,21843;0,393403;0,82503
5;4;20000;100000;11421190;1,23615;0,39257;0,84358
6;4;20000;100000;11421190;1,25373;0,394745;0,858988
7;4;20000;100000;11421190;1,25773;0,399667;0,858059
8;4;20000;100000;11421190;1,20324;0,393355;0,809883
9;4;20000;100000;11421190;1,20474;0,393707;0,811029
10;4;20000;100000;11421190;1,22996;0,397274;0,832689
11;4;20000;100000;11421190;1,21977;0,395298;0,82447
12;4;20000;100000;11421190;1,21509;0,387808;0,827277
13;4;20000;100000;11421190;1,21757;0,390079;0,827488
14;4;20000;100000;11421190;1,22144;0,39077;0,830675
15;4;20000;100000;11421190;1,24801;0,393156;0,854851
16;4;20000;100000;11421190;1,27252;0,399801;0,872716
17;4;20000;100000;11421190;1,20855;0,38325;0,825298
18;4;20000;100000;11421190;1,21253;0,391097;0,82143
19;4;20000;100000;11421190;1,20814;0,38564;0,822498
20;4;20000;100000;11421190;1,22076;0,385318;0,835445
