i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;20000;50000;5788335;0,634768;0,187657;0,447111
2;2;20000;50000;5788335;0,635866;0,189067;0,446798
3;2;20000;50000;5788335;0,622262;0,180365;0,441896
4;2;20000;50000;5788335;0,632903;0,18805;0,444853
5;2;20000;50000;5788335;0,616078;0,179423;0,436656
6;2;20000;50000;5788335;0,624823;0,185026;0,439797
7;2;20000;50000;5788335;0,619446;0,183268;0,436178
8;2;20000;50000;5788335;0,621307;0,182987;0,43832
9;2;20000;50000;5788335;0,635282;0,189131;0,446151
10;2;20000;50000;5788335;0,638612;0,188226;0,450386
11;2;20000;50000;5788335;0,611318;0,180419;0,430899
12;2;20000;50000;5788335;0,637478;0,187598;0,44988
13;2;20000;50000;5788335;0,62608;0,181877;0,444203
14;2;20000;50000;5788335;0,636379;0,186056;0,450322
15;2;20000;50000;5788335;0,607399;0,181008;0,426391
16;2;20000;50000;5788335;0,623247;0,179326;0,443921
17;2;20000;50000;5788335;0,626564;0,180383;0,446181
18;2;20000;50000;5788335;0,62106;0,183071;0,437989
19;2;20000;50000;5788335;0,655456;0,193146;0,46231
20;2;20000;50000;5788335;0,648907;0,194767;0,45414
