i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;40000;800000;131629890;17,469;5,69459;11,7744
2;4;40000;800000;131629890;17,3855;5,65647;11,7291
3;4;40000;800000;131629890;17,2686;5,70391;11,5647
4;4;40000;800000;131629890;17,3215;5,64018;11,6813
5;4;40000;800000;131629890;17,1733;5,6559;11,5174
6;4;40000;800000;131629890;17,4354;5,71783;11,7176
7;4;40000;800000;131629890;17,3758;5,63512;11,7407
8;4;40000;800000;131629890;17,4857;5,70896;11,7768
9;4;40000;800000;131629890;17,28;5,62682;11,6532
10;4;40000;800000;131629890;17,2488;5,67662;11,5722
11;4;40000;800000;131629890;17,3131;5,63696;11,6761
12;4;40000;800000;131629890;17,4209;5,65749;11,7634
13;4;40000;800000;131629890;17,4106;5,7034;11,7072
14;4;40000;800000;131629890;17,3624;5,71717;11,6452
15;4;40000;800000;131629890;17,4207;5,6915;11,7292
16;4;40000;800000;131629890;17,1834;5,64861;11,5348
17;4;40000;800000;131629890;17,3429;5,67305;11,6699
18;4;40000;800000;131629890;17,2684;5,70848;11,5599
19;4;40000;800000;131629890;17,4016;5,72098;11,6806
20;4;40000;800000;131629890;17,2195;5,61716;11,6024
