i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;40000;400000;64439870;7,69685;2,59561;5,10124
2;2;40000;400000;64439870;7,52221;2,51337;5,00884
3;2;40000;400000;64439870;7,65302;2,56187;5,09115
4;2;40000;400000;64439870;7,65903;2,5518;5,10723
5;2;40000;400000;64439870;7,6834;2,5712;5,1122
6;2;40000;400000;64439870;7,61961;2,5579;5,06171
7;2;40000;400000;64439870;7,62231;2,56726;5,05506
8;2;40000;400000;64439870;7,69163;2,57844;5,11319
9;2;40000;400000;64439870;7,68335;2,5683;5,11505
10;2;40000;400000;64439870;7,58683;2,55265;5,03417
11;2;40000;400000;64439870;7,53173;2,53328;4,99845
12;2;40000;400000;64439870;7,72547;2,5738;5,15167
13;2;40000;400000;64439870;7,75177;2,58665;5,16512
14;2;40000;400000;64439870;7,90595;2,65544;5,25051
15;2;40000;400000;64439870;7,69955;2,58629;5,11326
16;2;40000;400000;64439870;7,56755;2,53535;5,0322
17;2;40000;400000;64439870;7,68652;2,57659;5,10993
18;2;40000;400000;64439870;7,67263;2,56156;5,11107
19;2;40000;400000;64439870;7,67784;2,58717;5,09067
20;2;40000;400000;64439870;7,58491;2,55798;5,02693
