i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;40000;800000;131629890;59,1776;6,30049;52,8771
2;12;40000;800000;131629890;54,2293;6,14433;48,0849
3;12;40000;800000;131629890;55,7966;6,19541;49,6012
4;12;40000;800000;131629890;54,1974;6,09734;48,1
5;12;40000;800000;131629890;55,0659;6,25515;48,8107
6;12;40000;800000;131629890;54,5845;6,18414;48,4004
7;12;40000;800000;131629890;52,8962;6,10472;46,7915
8;12;40000;800000;131629890;54,9705;6,23546;48,735
9;12;40000;800000;131629890;54,158;6,10963;48,0484
10;12;40000;800000;131629890;88,3376;6,22322;82,1144
11;12;40000;800000;131629890;55,7889;6,24246;49,5464
12;12;40000;800000;131629890;57,2141;6,26429;50,9498
13;12;40000;800000;131629890;55,6877;6,23928;49,4484
14;12;40000;800000;131629890;55,1993;6,13698;49,0624
15;12;40000;800000;131629890;56,2057;6,22011;49,9856
16;12;40000;800000;131629890;56,3935;6,22334;50,1702
17;12;40000;800000;131629890;55,67;6,19343;49,4766
18;12;40000;800000;131629890;55,2616;6,21543;49,0462
19;12;40000;800000;131629890;55,8333;6,27459;49,5588
20;12;40000;800000;131629890;56,062;6,26786;49,7941
