i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;40000;400000;64439870;10,7185;2,97953;7,73895
2;8;40000;400000;64439870;10,4058;2,96768;7,43814
3;8;40000;400000;64439870;10,5219;2,95059;7,57133
4;8;40000;400000;64439870;10,4125;2,96244;7,45005
5;8;40000;400000;64439870;10,5907;2,96126;7,62947
6;8;40000;400000;64439870;10,5706;2,94831;7,62231
7;8;40000;400000;64439870;10,6029;2,96146;7,64147
8;8;40000;400000;64439870;10,5182;2,97641;7,54178
9;8;40000;400000;64439870;10,555;2,96274;7,59224
10;8;40000;400000;64439870;10,4063;2,97176;7,43451
11;8;40000;400000;64439870;10,6997;2,98006;7,71963
12;8;40000;400000;64439870;10,4488;2,93994;7,50888
13;8;40000;400000;64439870;10,5567;2,98193;7,57478
14;8;40000;400000;64439870;10,6186;2,97822;7,64042
15;8;40000;400000;64439870;10,453;2,97003;7,48299
16;8;40000;400000;64439870;10,726;2,98747;7,73849
17;8;40000;400000;64439870;10,5871;3,00878;7,57829
18;8;40000;400000;64439870;10,2916;2,96454;7,3271
19;8;40000;400000;64439870;10,3945;2,97362;7,42089
20;8;40000;400000;64439870;10,6697;2,9886;7,68113
