i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;20000;50000;5788335;2,99332;0,222992;2,77033
2;12;20000;50000;5788335;3,6581;0,217815;3,44029
3;12;20000;50000;5788335;3,28117;0,214658;3,06651
4;12;20000;50000;5788335;2,76498;0,214703;2,55028
5;12;20000;50000;5788335;3,55087;0,216258;3,33462
6;12;20000;50000;5788335;2,80144;0,215544;2,5859
7;12;20000;50000;5788335;2,81725;0,219374;2,59787
8;12;20000;50000;5788335;3,44609;0,224847;3,22124
9;12;20000;50000;5788335;3,49319;0,227378;3,26581
10;12;20000;50000;5788335;2,56414;0,226859;2,33728
11;12;20000;50000;5788335;2,69816;0,214591;2,48357
12;12;20000;50000;5788335;2,77335;0,220265;2,55308
13;12;20000;50000;5788335;2,65174;0,215958;2,43578
14;12;20000;50000;5788335;3,51287;0,219583;3,29329
15;12;20000;50000;5788335;3,42353;0,222035;3,20149
16;12;20000;50000;5788335;2,54296;0,227209;2,31575
17;12;20000;50000;5788335;2,8785;0,21341;2,66508
18;12;20000;50000;5788335;2,33097;0,215917;2,11505
19;12;20000;50000;5788335;2,65241;0,220999;2,43141
20;12;20000;50000;5788335;3,50925;0,220816;3,28844
