i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;80000;50000;11731110;3,20482;0,837873;2,36695
2;4;80000;50000;11731110;3,17843;0,838508;2,33992
3;4;80000;50000;11731110;3,1189;0,829337;2,28957
4;4;80000;50000;11731110;3,09773;0,830709;2,26702
5;4;80000;50000;11731110;3,13757;0,833432;2,30414
6;4;80000;50000;11731110;3,23795;0,847934;2,39002
7;4;80000;50000;11731110;3,15746;0,826866;2,33059
8;4;80000;50000;11731110;3,14605;0,830368;2,31568
9;4;80000;50000;11731110;3,17941;0,830163;2,34925
10;4;80000;50000;11731110;3,15847;0,833677;2,32479
11;4;80000;50000;11731110;3,15113;0,823196;2,32794
12;4;80000;50000;11731110;3,08496;0,817344;2,26762
13;4;80000;50000;11731110;3,26325;0,84464;2,41861
14;4;80000;50000;11731110;3,13153;0,831041;2,30049
15;4;80000;50000;11731110;3,08578;0,827928;2,25785
16;4;80000;50000;11731110;3,09544;0,830512;2,26493
17;4;80000;50000;11731110;3,16767;0,833028;2,33464
18;4;80000;50000;11731110;3,18747;0,836717;2,35075
19;4;80000;50000;11731110;3,12935;0,827163;2,30219
20;4;80000;50000;11731110;3,19162;0,845011;2,34661
