i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;20000;100000;11421190;1,55219;0,415234;1,13696
2;8;20000;100000;11421190;1,53974;0,421243;1,1185
3;8;20000;100000;11421190;1,51308;0,410581;1,1025
4;8;20000;100000;11421190;1,56557;0,422748;1,14282
5;8;20000;100000;11421190;1,57768;0,417062;1,16062
6;8;20000;100000;11421190;1,56614;0,419813;1,14632
7;8;20000;100000;11421190;1,60135;0,417639;1,18371
8;8;20000;100000;11421190;1,53246;0,415182;1,11728
9;8;20000;100000;11421190;1,55423;0,412468;1,14176
10;8;20000;100000;11421190;1,5722;0,415358;1,15684
11;8;20000;100000;11421190;1,5652;0,406652;1,15855
12;8;20000;100000;11421190;1,58367;0,41524;1,16843
13;8;20000;100000;11421190;1,57433;0,417895;1,15644
14;8;20000;100000;11421190;1,60009;0,420193;1,17989
15;8;20000;100000;11421190;1,54725;0,421519;1,12573
16;8;20000;100000;11421190;1,54583;0,415368;1,13046
17;8;20000;100000;11421190;1,50088;0,414434;1,08644
18;8;20000;100000;11421190;1,54397;0,415917;1,12805
19;8;20000;100000;11421190;1,5424;0,417892;1,12451
20;8;20000;100000;11421190;1,52875;0,414076;1,11467
