i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;40000;400000;64439870;30,129;3,0053;27,1237
2;12;40000;400000;64439870;29,2346;3,00283;26,2317
3;12;40000;400000;64439870;28,1464;3,01577;25,1306
4;12;40000;400000;64439870;28,8887;2,99976;25,889
5;12;40000;400000;64439870;29,2134;3,02555;26,1878
6;12;40000;400000;64439870;28,2953;2,99613;25,2992
7;12;40000;400000;64439870;28,2338;2,98475;25,2491
8;12;40000;400000;64439870;33,2448;3,06326;30,1816
9;12;40000;400000;64439870;32,7248;3,04325;29,6815
10;12;40000;400000;64439870;30,3099;3,05942;27,2505
11;12;40000;400000;64439870;28,3232;3,01443;25,3088
12;12;40000;400000;64439870;29,1425;3,03395;26,1086
13;12;40000;400000;64439870;28,9467;2,99381;25,9528
14;12;40000;400000;64439870;29,6653;2,99509;26,6702
15;12;40000;400000;64439870;28,9986;3,01561;25,983
16;12;40000;400000;64439870;28,7505;3,03039;25,7201
17;12;40000;400000;64439870;29,3934;3,01184;26,3816
18;12;40000;400000;64439870;30,1427;3,04581;27,0969
19;12;40000;400000;64439870;29,1873;2,9742;26,2131
20;12;40000;400000;64439870;29,389;3,06395;26,325
