i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;20000;400000;45826380;3,78291;1,25518;2,52773
2;2;20000;400000;45826380;3,81097;1,27743;2,53354
3;2;20000;400000;45826380;3,91184;1,31381;2,59803
4;2;20000;400000;45826380;3,73147;1,25445;2,47701
5;2;20000;400000;45826380;3,87868;1,30067;2,57801
6;2;20000;400000;45826380;3,80162;1,27585;2,52577
7;2;20000;400000;45826380;3,7977;1,27824;2,51946
8;2;20000;400000;45826380;3,85933;1,29392;2,56541
9;2;20000;400000;45826380;3,73733;1,24903;2,4883
10;2;20000;400000;45826380;3,88282;1,29589;2,58694
11;2;20000;400000;45826380;3,8356;1,27919;2,55642
12;2;20000;400000;45826380;3,82167;1,28174;2,53993
13;2;20000;400000;45826380;3,88811;1,30475;2,58336
14;2;20000;400000;45826380;3,75584;1,2521;2,50374
15;2;20000;400000;45826380;3,85561;1,28898;2,56663
16;2;20000;400000;45826380;3,78526;1,26577;2,51949
17;2;20000;400000;45826380;3,76859;1,25867;2,50992
18;2;20000;400000;45826380;3,9032;1,30482;2,59837
19;2;20000;400000;45826380;3,71999;1,24924;2,47075
20;2;20000;400000;45826380;3,82704;1,29492;2,53212
